"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","adduser - 3.118ubuntu5","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","apt - 2.4.12","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","apt-transport-https - 2.4.14","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","base-files - 12ubuntu4.6","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","base-passwd - 3.5.52build1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","bash - 5.1-6ubuntu1.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","bsdutils - 1:2.37.2-4ubuntu3.4","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","ca-certificates - 20230311ubuntu0.22.04.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","ca-certificates - 20240203~22.04.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","click - 8.1.8","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","coreutils - 8.32-4.1ubuntu1.2","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","cuda-compat-12-5 - 555.42.06-1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","cuda-cudart-12-5 - 12.5.82-1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","cuda-keyring - 1.1-1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","cuda-toolkit-12-5-config-common - 12.5.82-1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","cuda-toolkit-12-config-common - 12.5.82-1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","cuda-toolkit-config-common - 12.5.82-1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","dash - 0.5.11+git20210903+057cd650a4ed-3build1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","datacenter-gpu-manager - 1:3.3.7","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","debconf - 1.5.79ubuntu1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","debianutils - 5.5-1ubuntu2","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","diffutils - 1:3.8-0ubuntu2","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","dirmngr - 2.2.27-3ubuntu2.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","dirmngr - 2.2.27-3ubuntu2.4","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","dpkg - 1.21.1ubuntu2.3","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","e2fsprogs - 1.46.5-2ubuntu1.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","findutils - 4.8.0-1ubuntu3","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gcc-12-base - 12.3.0-1ubuntu1~22.04","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gnupg - 2.2.27-3ubuntu2.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gnupg - 2.2.27-3ubuntu2.4","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gnupg-l10n - 2.2.27-3ubuntu2.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gnupg-l10n - 2.2.27-3ubuntu2.4","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gnupg-utils - 2.2.27-3ubuntu2.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gnupg-utils - 2.2.27-3ubuntu2.4","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gnupg2 - 2.2.27-3ubuntu2.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gpg - 2.2.27-3ubuntu2.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gpg - 2.2.27-3ubuntu2.4","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gpg-agent - 2.2.27-3ubuntu2.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gpg-agent - 2.2.27-3ubuntu2.4","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gpg-wks-client - 2.2.27-3ubuntu2.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gpg-wks-client - 2.2.27-3ubuntu2.4","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gpg-wks-server - 2.2.27-3ubuntu2.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gpg-wks-server - 2.2.27-3ubuntu2.4","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gpgconf - 2.2.27-3ubuntu2.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gpgconf - 2.2.27-3ubuntu2.4","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gpgsm - 2.2.27-3ubuntu2.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gpgsm - 2.2.27-3ubuntu2.4","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gpgv - 2.2.27-3ubuntu2.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gpgv - 2.2.27-3ubuntu2.4","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gpu-health-monitor - 0.1.0","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","grep - 3.7-1build1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","grpcio - 1.75.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","gzip - 1.10-4ubuntu4.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","hostname - 3.23ubuntu2","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","init-system-helpers - 1.62","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libacl1 - 2.3.1-1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libapt-pkg6.0 - 2.4.12","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libassuan0 - 2.5.5-1build1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libattr1 - 1:2.5.1-1build1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libaudit-common - 1:3.0.7-1build1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libaudit1 - 1:3.0.7-1build1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libblkid1 - 2.37.2-4ubuntu3.4","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libbz2-1.0 - 1.0.8-5build1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libc-bin - 2.35-0ubuntu3.8","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libc6 - 2.35-0ubuntu3.8","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libcap-ng0 - 0.7.9-2.2build3","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libcap2 - 1:2.44-1ubuntu0.22.04.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libcap2-bin - 1:2.44-1ubuntu0.22.04.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libcom-err2 - 1.46.5-2ubuntu1.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libcrypt1 - 1:4.4.27-1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libdb5.3 - 5.3.28+dfsg1-0.8ubuntu3","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libdebconfclient0 - 0.261ubuntu1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libexpat1 - 2.4.7-1ubuntu0.6","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libext2fs2 - 1.46.5-2ubuntu1.1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libffi8 - 3.4.2-4","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libgcc-s1 - 12.3.0-1ubuntu1~22.04","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libgcrypt20 - 1.9.4-3ubuntu3","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libgmp10 - 2:6.2.1+dfsg-3ubuntu1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libgnutls30 - 3.7.3-4ubuntu1.5","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libgpg-error0 - 1.43-3","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libgssapi-krb5-2 - 1.19.2-2ubuntu0.3","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libhogweed6 - 3.7.3-1build2","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libidn2-0 - 2.3.2-2build1","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libk5crypto3 - 1.19.2-2ubuntu0.3","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libkeyutils1 - 1.6.1-2ubuntu3","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libkrb5-3 - 1.19.2-2ubuntu0.3","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libkrb5support0 - 1.19.2-2ubuntu0.3","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libksba8 - 1.6.0-2ubuntu0.2","library"
"ghcr.io/nvidia/nvsentinel-gpu-health-monitor@v0.1.0-dcgm-3.x","libldap-2.5-0 - 2.5.17+dfsg-0ubuntu0.22.04.1","library"
