10001,NVSWITCH_ERR_HW_HOST_PRIV_ERROR,IGNORE,NONFATAL
10002,NVSWITCH_ERR_HW_HOST_PRIV_TIMEOUT,IGNORE,NONFATAL
10003,NVSWITCH_ERR_HW_HOST_UNHANDLED_INTERRUPT,RESET_FABRIC,FATAL
10004,NVSWITCH_ERR_HW_HOST_THERMAL_EVENT_START,CHECK_THERMALS,FATAL
10005,NVSWITCH_ERR_HW_HOST_THERMAL_EVENT_END,IGNORE,NONFATAL
10006,NVSWITCH_ERR_HW_HOST_THERMAL_SHUTDOWN,RESET_FABRIC,FATAL
10007,NVSWITCH_ERR_HW_HOST_IO_FAILURE,RESET_FABRIC,FATAL
10008,NVSWITCH_ERR_HW_HOST_FIRMWARE_INITIALIZATION_FAILURE,RESET_FABRIC,FATAL
11001,NVSWITCH_ERR_HW_NPORT_INGRESS_CMDDECODEERR,WORKFLOW_NVLINK_POTENTIALY_FATAL_ERR,FATAL
11002,NVSWITCH_ERR_HW_NPORT_INGRESS_BDFMISMATCHERR,IGNORE,NONFATAL
11003,NVSWITCH_ERR_HW_NPORT_INGRESS_BUBBLEDETECT,IGNORE,NONFATAL
11004,NVSWITCH_ERR_HW_NPORT_INGRESS_ACLFAIL,CHECK_FM_CONFIG,FATAL
11005,NVSWITCH_ERR_HW_NPORT_INGRESS_PKTPOISONSET,IGNORE,NONFATAL
11006,NVSWITCH_ERR_HW_NPORT_INGRESS_ECCSOFTLIMITERR,IGNORE,NONFATAL
11007,NVSWITCH_ERR_HW_NPORT_INGRESS_ECCHDRDOUBLEBITERR,WORKFLOW_NVLINK_POTENTIALY_FATAL_ERR,FATAL
11008,NVSWITCH_ERR_HW_NPORT_INGRESS_INVALIDCMD,IGNORE,NONFATAL
11009,NVSWITCH_ERR_HW_NPORT_INGRESS_INVALIDVCSET,WORKFLOW_NVLINK_POTENTIALY_FATAL_ERR,FATAL
11010,NVSWITCH_ERR_HW_NPORT_INGRESS_ERRORINFO,IGNORE,NONFATAL
11011,NVSWITCH_ERR_HW_NPORT_INGRESS_REQCONTEXTMISMATCHERR,IGNORE,NONFATAL
11012,NVSWITCH_ERR_HW_NPORT_INGRESS_NCISOC_HDR_ECC_LIMIT_ERR,IGNORE,NONFATAL
11013,NVSWITCH_ERR_HW_NPORT_INGRESS_NCISOC_HDR_ECC_DBE_ERR,WORKFLOW_NVLINK_POTENTIALY_FATAL_ERR,FATAL
11014,NVSWITCH_ERR_HW_NPORT_INGRESS_ADDRBOUNDSERR,IGNORE,NONFATAL
11015,NVSWITCH_ERR_HW_NPORT_INGRESS_RIDTABCFGERR,IGNORE,NONFATAL
11016,NVSWITCH_ERR_HW_NPORT_INGRESS_RLANTABCFGERR,IGNORE,NONFATAL
11017,NVSWITCH_ERR_HW_NPORT_INGRESS_REMAPTAB_ECC_DBE_ERR,WORKFLOW_NVLINK_POTENTIALY_FATAL_ERR,FATAL
11018,NVSWITCH_ERR_HW_NPORT_INGRESS_RIDTAB_ECC_DBE_ERR,WORKFLOW_NVLINK_POTENTIALY_FATAL_ERR,FATAL
11019,NVSWITCH_ERR_HW_NPORT_INGRESS_RLANTAB_ECC_DBE_ERR,WORKFLOW_NVLINK_POTENTIALY_FATAL_ERR,FATAL
11020,NVSWITCH_ERR_HW_NPORT_INGRESS_NCISOC_PARITY_ERR,WORKFLOW_NVLINK_POTENTIALY_FATAL_ERR,FATAL
11021,NVSWITCH_ERR_HW_NPORT_INGRESS_REMAPTAB_ECC_LIMIT_ERR,IGNORE,NONFATAL
11022,NVSWITCH_ERR_HW_NPORT_INGRESS_RIDTAB_ECC_LIMIT_ERR,IGNORE,NONFATAL
11023,NVSWITCH_ERR_HW_NPORT_INGRESS_RLANTAB_ECC_LIMIT_ERR,IGNORE,NONFATAL
11024,NVSWITCH_ERR_HW_NPORT_INGRESS_ADDRTYPEERR,IGNORE,NONFATAL
11025,NVSWITCH_ERR_HW_NPORT_INGRESS_EXTAREMAPTAB_INDEX_ERR,IGNORE,NONFATAL
11026,NVSWITCH_ERR_HW_NPORT_INGRESS_EXTBREMAPTAB_INDEX_ERR,IGNORE,NONFATAL
11027,NVSWITCH_ERR_HW_NPORT_INGRESS_MCREMAPTAB_INDEX_ERR,IGNORE,NONFATAL
11028,NVSWITCH_ERR_HW_NPORT_INGRESS_EXTAREMAPTAB_ECC_DBE_ERR,WORKFLOW_NVLINK_POTENTIALY_FATAL_ERR,FATAL
11029,NVSWITCH_ERR_HW_NPORT_INGRESS_EXTBREMAPTAB_ECC_DBE_ERR,WORKFLOW_NVLINK_POTENTIALY_FATAL_ERR,FATAL
11030,NVSWITCH_ERR_HW_NPORT_INGRESS_MCREMAPTAB_ECC_DBE_ERR,WORKFLOW_NVLINK_POTENTIALY_FATAL_ERR,FATAL
11031,NVSWITCH_ERR_HW_NPORT_INGRESS_EXTAREMAPTAB_REQCONTEXTMISMATCHERR,IGNORE,NONFATAL
11032,NVSWITCH_ERR_HW_NPORT_INGRESS_EXTBREMAPTAB_REQCONTEXTMISMATCHERR,IGNORE,NONFATAL
11033,NVSWITCH_ERR_HW_NPORT_INGRESS_MCREMAPTAB_REQCONTEXTMISMATCHERR,IGNORE,NONFATAL
11034,NVSWITCH_ERR_HW_NPORT_INGRESS_EXTAREMAPTAB_ACLFAIL,IGNORE,NONFATAL
11035,NVSWITCH_ERR_HW_NPORT_INGRESS_EXTBREMAPTAB_ACLFAIL,IGNORE,NONFATAL
11036,NVSWITCH_ERR_HW_NPORT_INGRESS_MCREMAPTAB_ACLFAIL,IGNORE,NONFATAL
11037,NVSWITCH_ERR_HW_NPORT_INGRESS_EXTAREMAPTAB_ADDRBOUNDSERR,IGNORE,NONFATAL
11038,NVSWITCH_ERR_HW_NPORT_INGRESS_EXTBREMAPTAB_ADDRBOUNDSERR,IGNORE,NONFATAL
11039,NVSWITCH_ERR_HW_NPORT_INGRESS_MCREMAPTAB_ADDRBOUNDSERR,IGNORE,NONFATAL
11040,NVSWITCH_ERR_HW_NPORT_INGRESS_EXTAREMAPTAB_ECC_LIMIT_ERR,IGNORE,NONFATAL
11041,NVSWITCH_ERR_HW_NPORT_INGRESS_EXTBREMAPTAB_ECC_LIMIT_ERR,IGNORE,NONFATAL
11042,NVSWITCH_ERR_HW_NPORT_INGRESS_MCREMAPTAB_ECC_LIMIT_ERR,IGNORE,NONFATAL
11043,NVSWITCH_ERR_HW_NPORT_INGRESS_MCCMDTOUCADDRERR,IGNORE,NONFATAL
11044,NVSWITCH_ERR_HW_NPORT_INGRESS_READMCREFLECTMEMERR,IGNORE,NONFATAL
11045,NVSWITCH_ERR_HW_NPORT_INGRESS_EXTAREMAPTAB_ADDRTYPEERR,IGNORE,NONFATAL
11046,NVSWITCH_ERR_HW_NPORT_INGRESS_EXTBREMAPTAB_ADDRTYPEERR,IGNORE,NONFATAL
11047,NVSWITCH_ERR_HW_NPORT_INGRESS_MCREMAPTAB_ADDRTYPEERR,IGNORE,NONFATAL
