DCGM_FR_UNKNOWN,REPORT_ISSUE
DCGM_FR_UNRECOGNIZED,REPORT_ISSUE
DCGM_FR_PCI_REPLAY_RATE,REPORT_ISSUE
DCGM_FR_VOLATILE_DBE_DETECTED,RESET_GPU
DCGM_FR_VOLATILE_SBE_DETECTED,IGNORE
DCGM_FR_PENDING_PAGE_RETIREMENTS,IGNORE
DCGM_FR_RETIRED_PAGES_LIMIT,RUN_FIELDDIAG
DCGM_FR_RETIRED_PAGES_DBE_LIMIT,RUN_FIELDDIAG
DCGM_FR_CORRUPT_INFOROM,RESET_GPU
DCGM_FR_CLOCKS_EVENT_THERMAL,CHECK_THERMALS
DCGM_FR_CLOCK_THROTTLE_THERMAL,IGNORE
DCGM_FR_POWER_UNREADABLE,NODE_REBOOT
DCGM_FR_CLOCKS_EVENT_POWER,IGNORE
DCGM_FR_CLOCK_THROTTLE_POWER,IGNORE
DCGM_FR_NVLINK_ERROR_THRESHOLD,IGNORE
DCGM_FR_NVLINK_DOWN,NODE_REBOOT
DCGM_FR_NVSWITCH_FATAL_ERROR,RUN_FIELDDIAG
DCGM_FR_NVSWITCH_NON_FATAL_ERROR,IGNORE
DCGM_FR_NVSWITCH_DOWN,RESET_GPU
DCGM_FR_NO_ACCESS_TO_FILE,REPORT_ISSUE
DCGM_FR_NVML_API,REPORT_ISSUE
DCGM_FR_DEVICE_COUNT_MISMATCH,REPORT_ISSUE
DCGM_FR_BAD_PARAMETER,REPORT_ISSUE
DCGM_FR_CANNOT_OPEN_LIB,REPORT_ISSUE
DCGM_FR_DENYLISTED_DRIVER,REPORT_ISSUE
DCGM_FR_NVML_LIB_BAD,REPORT_ISSUE
DCGM_FR_GRAPHICS_PROCESSES,REPORT_ISSUE
DCGM_FR_HOSTENGINE_CONN,REPORT_ISSUE
DCGM_FR_FIELD_QUERY,NODE_REBOOT
DCGM_FR_BAD_CUDA_ENV,REPORT_ISSUE
DCGM_FR_PERSISTENCE_MODE,REPORT_ISSUE
DCGM_FR_LOW_BANDWIDTH,REPORT_ISSUE
DCGM_FR_HIGH_LATENCY,REPORT_ISSUE
DCGM_FR_CANNOT_GET_FIELD_TAG,REPORT_ISSUE
DCGM_FR_FIELD_VIOLATION,NODE_REBOOT
DCGM_FR_FIELD_THRESHOLD,NODE_REBOOT
DCGM_FR_FIELD_VIOLATION_DBL,NODE_REBOOT
DCGM_FR_FIELD_THRESHOLD_DBL,NODE_REBOOT
DCGM_FR_UNSUPPORTED_FIELD_TYPE,NODE_REBOOT
DCGM_FR_FIELD_THRESHOLD_TS,NODE_REBOOT
DCGM_FR_FIELD_THRESHOLD_TS_DBL,NODE_REBOOT
DCGM_FR_THERMAL_VIOLATIONS,CHECK_THERMALS
DCGM_FR_THERMAL_VIOLATIONS_TS,CHECK_THERMALS
DCGM_FR_TEMP_VIOLATION,CHECK_THERMALS
DCGM_FR_CLOCKS_EVENT_VIOLATION,NODE_REBOOT
DCGM_FR_THROTTLING_VIOLATION,NODE_REBOOT
DCGM_FR_INTERNAL,REPORT_ISSUE
DCGM_FR_PCIE_GENERATION,REPORT_ISSUE
DCGM_FR_PCIE_WIDTH,REPORT_ISSUE
DCGM_FR_ABORTED,IGNORE
DCGM_FR_TEST_DISABLED,IGNORE
DCGM_FR_CANNOT_GET_STAT,REPORT_ISSUE
DCGM_FR_STRESS_LEVEL,NODE_REBOOT
DCGM_FR_CUDA_API,REPORT_ISSUE
DCGM_FR_FAULTY_MEMORY,RUN_FIELDDIAG
DCGM_FR_CANNOT_SET_WATCHES,NODE_REBOOT
DCGM_FR_CUDA_UNBOUND,NODE_REBOOT
DCGM_FR_ECC_DISABLED,REPORT_ISSUE
DCGM_FR_MEMORY_ALLOC,NODE_REBOOT
DCGM_FR_CUDA_DBE,RUN_FIELDDIAG
DCGM_FR_MEMORY_MISMATCH,RUN_FIELDDIAG
DCGM_FR_CUDA_DEVICE,REPORT_ISSUE
DCGM_FR_ECC_UNSUPPORTED,REPORT_ISSUE
