DCGM_FR_ECC_PENDING,NODE_REBOOT
DCGM_FR_MEMORY_BANDWIDTH,NODE_REBOOT
DCGM_FR_TARGET_POWER,IGNORE
DCGM_FR_API_FAIL,NODE_REBOOT
DCGM_FR_API_FAIL_GPU,NODE_REBOOT
DCGM_FR_CUDA_CONTEXT,REPORT_ISSUE
DCGM_FR_DCGM_API,NODE_REBOOT
DCGM_FR_CONCURRENT_GPUS,REPORT_ISSUE
DCGM_FR_TOO_MANY_ERRORS,REPORT_ISSUE
DCGM_FR_NVLINK_CRC_ERROR_THRESHOLD,RUN_FIELDDIAG
DCGM_FR_NVLINK_ERROR_CRITICAL,RUN_FIELDDIAG
DCGM_FR_ENFORCED_POWER_LIMIT,REPORT_ISSUE
DCGM_FR_MEMORY_ALLOC_HOST,NODE_REBOOT
DCGM_FR_GPU_OP_MODE,REPORT_ISSUE
DCGM_FR_NO_MEMORY_CLOCKS,REPORT_ISSUE
DCGM_FR_NO_GRAPHICS_CLOCKS,IGNORE
DCGM_FR_HAD_TO_RESTORE_STATE,NODE_REBOOT
DCGM_FR_L1TAG_UNSUPPORTED,REPORT_ISSUE
DCGM_FR_L1TAG_MISCOMPARE,RUN_FIELDDIAG
DCGM_FR_ROW_REMAP_FAILURE,RUN_FIELDDIAG
DCGM_FR_UNCONTAINED_ERROR,NODE_REBOOT
DCGM_FR_EMPTY_GPU_LIST,REPORT_ISSUE
DCGM_FR_DBE_PENDING_PAGE_RETIREMENTS,NODE_REBOOT
DCGM_FR_UNCORRECTABLE_ROW_REMAP,IGNORE
DCGM_FR_PENDING_ROW_REMAP,RESET_GPU
DCGM_FR_BROKEN_P2P_MEMORY_DEVICE,REPORT_ISSUE
DCGM_FR_BROKEN_P2P_WRITER_DEVICE,REPORT_ISSUE
DCGM_FR_NVSWITCH_NVLINK_DOWN,CHECK_FM_CONFIG
DCGM_FR_EUD_BINARY_PERMISSIONS,REPORT_ISSUE
DCGM_FR_EUD_NON_ROOT_USER,REPORT_ISSUE
DCGM_FR_EUD_SPAWN_FAILURE,REPORT_ISSUE
DCGM_FR_EUD_TIMEOUT,REPORT_ISSUE
DCGM_FR_EUD_ZOMBIE,REPORT_ISSUE
DCGM_FR_EUD_NON_ZERO_EXIT_CODE,REPORT_ISSUE
DCGM_FR_EUD_TEST_FAILED,REPORT_ISSUE
DCGM_FR_FILE_CREATE_PERMISSIONS,REPORT_ISSUE
DCGM_FR_PAUSE_RESUME_FAILED,REPORT_ISSUE
DCGM_FR_PCIE_H_REPLAY_VIOLATION,REPORT_ISSUE
DCGM_FR_GPU_EXPECTED_NVLINKS_UP,CHECK_FM_CONFIG
DCGM_FR_NVSWITCH_EXPECTED_NVLINKS_UP,CHECK_FM_CONFIG
DCGM_FR_XID_ERROR,NONE
DCGM_FR_SBE_VIOLATION,RUN_FIELDDIAG
DCGM_FR_DBE_VIOLATION,RUN_FIELDDIAG
DCGM_FR_PCIE_REPLAY_VIOLATION,RUN_FIELDDIAG
DCGM_FR_SBE_THRESHOLD_VIOLATION,RUN_FIELDDIAG
DCGM_FR_DBE_THRESHOLD_VIOLATION,RUN_FIELDDIAG
DCGM_FR_PCIE_REPLAY_THRESHOLD_VIOLATION,RUN_FIELDDIAG
DCGM_FR_CUDA_FM_NOT_INITIALIZED,REPORT_ISSUE
DCGM_FR_SXID_ERROR,NODE_REBOOT
DCGM_FR_GFLOPS_THRESHOLD_VIOLATION,REPORT_ISSUE
DCGM_FR_NAN_VALUE,RUN_FIELDDIAG
DCGM_FR_FABRIC_MANAGER_TRAINING_ERROR,CHECK_FM_CONFIG
DCGM_FR_BROKEN_P2P_PCIE_MEMORY_DEVICE,REPORT_ISSUE
DCGM_FR_BROKEN_P2P_PCIE_WRITER_DEVICE,REPORT_ISSUE
DCGM_FR_BROKEN_P2P_NVLINK_MEMORY_DEVICE,REPORT_ISSUE
DCGM_FR_BROKEN_P2P_NVLINK_WRITER_DEVICE,REPORT_ISSUE
DCGM_FR_TEST_SKIPPED,IGNORE
DCGM_FR_ERROR_SENTINEL,IGNORE
